iter	Logloss
668	0.2585030928
669	0.258399875
670	0.2583136835
671	0.2582240454
672	0.258157384
673	0.2580673041
674	0.2580031759
675	0.2579401672
676	0.2578173015
677	0.2577280759
678	0.2576461262
679	0.2575080312
680	0.2574189823
681	0.2573019492
682	0.2572492209
683	0.2571251475
684	0.2570555109
685	0.256912909
686	0.2568133733
687	0.2567184036
688	0.2566059952
689	0.2564780924
690	0.2563735785
691	0.2562554555
692	0.256121455
693	0.2560329364
694	0.2559478642
695	0.2558535425
696	0.2557555092
697	0.2556319955
698	0.2555024431
699	0.2553921261
700	0.2552821332
701	0.2552228655
702	0.2551260105
703	0.2550122766
704	0.2549343035
705	0.2548580096
706	0.254693904
707	0.2546217635
708	0.2545415812
709	0.2544489091
710	0.2542689261
711	0.2541577549
712	0.254053624
713	0.2539490807
714	0.2538681325
715	0.2537683612
716	0.2536525653
717	0.2535677288
718	0.2534649823
719	0.2533746668
720	0.2532694754
721	0.2531688204
722	0.2530743514
723	0.2529843894
724	0.2528823794
725	0.2527246954
726	0.252630138
727	0.2525456845
728	0.2524508914
729	0.2523079655
730	0.2522303754
731	0.2521384103
732	0.2519960146
733	0.2519126215
734	0.251836357
735	0.2517535235
736	0.2516678033
737	0.2515886226
738	0.25149109
739	0.2513257472
740	0.2512260938
741	0.2511341876
742	0.2509948848
743	0.2508345792
744	0.2507100345
745	0.2506191298
746	0.2505398312
747	0.2504666008
748	0.2503475351
749	0.2502347143
750	0.2501284036
751	0.2500481329
752	0.2499770529
753	0.2498989032
754	0.2498130356
755	0.2497498796
756	0.2496614198
757	0.2496048622
758	0.2495173156
759	0.2494288853
760	0.2493280241
761	0.2492299908
762	0.2491329002
763	0.2489879711
764	0.2488686698
765	0.2488067509
766	0.2486937534
767	0.2486174005
768	0.2485281749
769	0.2484503197
770	0.2483493996
771	0.2482585244
772	0.2481385161
773	0.2480589819
774	0.2479895809
775	0.2479289876
776	0.2477994352
777	0.2477585781
778	0.2476502643
779	0.2475629239
780	0.2475141724
781	0.2474276568
782	0.2473350142
783	0.2472809309
784	0.2471740605
785	0.2471146749
786	0.2470264067
787	0.2469261199
788	0.2467640468
789	0.2466960892
790	0.2466319611
791	0.2465622802
792	0.2464799623
793	0.2464151125
794	0.2463213505
795	0.2462666044
796	0.2461782625
797	0.2460938236
798	0.2460282079
799	0.2459869679
800	0.2459034128
801	0.2457946424
802	0.2457233709
803	0.2456190927
804	0.2455295872
805	0.2454570932
806	0.2453594723
807	0.2452149262
808	0.2451318424
809	0.2450555779
810	0.2449920684
811	0.2448960382
812	0.2447811848
813	0.2446817229
814	0.2445843965
815	0.2444737556
816	0.2443984337
817	0.2442821959
818	0.2441723061
819	0.2441004749
820	0.2440067424
821	0.2439233935
822	0.2438397205
823	0.2437327322
824	0.2436793854
825	0.243554988
826	0.2434952489
827	0.2433856979
828	0.2433260178
829	0.243257309
830	0.2431797042
831	0.2430696966
832	0.2429664347
833	0.2428820253
834	0.2428081616
835	0.2426991407
836	0.2425670403
837	0.2424737496
838	0.2423928898
839	0.2423155796
840	0.2422222005
841	0.2421176572
842	0.2420509073
843	0.2419722863
844	0.241840878
845	0.2417507687
846	0.2416778329
847	0.2415868693
848	0.2415272775
849	0.2414696594
850	0.2413818183
851	0.2413047879
852	0.2412318815
853	0.2411323754
854	0.2410762448
855	0.2409950904
856	0.240930653
857	0.2408300716
858	0.2406838907
859	0.2405882876
860	0.2405197703
861	0.2404178929
862	0.2403405827
863	0.2402588244
864	0.2401665942
865	0.2400890188
866	0.2400196768
867	0.2398614478
868	0.2397763168
869	0.2397087421
870	0.239617101
871	0.2394790797
872	0.2393979989
873	0.239286489
874	0.2392048486
875	0.2391064913
876	0.2389762171
877	0.2388857691
878	0.2388219944
879	0.2387584848
880	0.23862472
881	0.2385493098
882	0.2384744593
883	0.2384089908
884	0.238319559
885	0.2382029824
886	0.2380878051
887	0.2379734673
888	0.2379249367
889	0.2378614271
890	0.2377134345
891	0.2376364631
892	0.2375405801
893	0.2374188044
894	0.2373656785
895	0.2372885155
896	0.2371935752
897	0.2371184596
898	0.237030589
899	0.2369735305
900	0.2368350821
901	0.2367600253
902	0.2366848802
903	0.2366048452
904	0.2364839826
905	0.2364185289
906	0.2363372273
907	0.2362794176
908	0.2362239057
909	0.2360083385
910	0.2359345779
911	0.2358739551
912	0.235758277
913	0.2356988031
914	0.2356316555
915	0.2355692064
916	0.2354925148
917	0.2354239092
918	0.2353303828
919	0.23525403
920	0.2352007126
921	0.2351384255
922	0.2350543401
923	0.234928514
924	0.2348460488
925	0.2347226088
926	0.2346446505
927	0.234554276
928	0.2344371545
929	0.2343464413
930	0.2342794853
931	0.2342234578
932	0.2341284144
933	0.2340683514
934	0.2339733963
935	0.233904776
936	0.2338040621
937	0.2336967498
938	0.2336293224
939	0.2335804531
940	0.2334881933
941	0.2334194846
942	0.2333666238
943	0.233303998
944	0.2332412543
945	0.2331809261
946	0.2330682232
947	0.2329971726
948	0.2329264755
949	0.2328744542
950	0.2328156136
951	0.2327454173
952	0.2326883736
953	0.2326365438
954	0.2325406314
955	0.2324576065
956	0.2323599267
957	0.2322662088
958	0.2321189085
959	0.2320349115
960	0.2319747453
961	0.23191399
962	0.2318070165
963	0.2317586184
964	0.2316897772
965	0.231617239
966	0.2315557031
967	0.2314823106
968	0.2314065322
969	0.231324553
970	0.2312091106
971	0.2311282802
972	0.2310526785
973	0.2309709792
974	0.230884714
975	0.2308328842
976	0.2307342912
977	0.2306698243
978	0.2305964761
979	0.2305520547
980	0.2304657454
981	0.2303803197
982	0.2302942166
983	0.2302085258
984	0.2301465333
985	0.2300571751
986	0.2299806602
987	0.2298799611
988	0.2298056555
989	0.2297157081
990	0.2296034176
991	0.2295121889
992	0.2294464259
993	0.2293701761
994	0.2292791536
995	0.2291984264
996	0.2291117488
997	0.2290542779
998	0.2290149232
999	0.228921662
