iter	Logloss
0	0.6763687428
1	0.6653079471
2	0.6510868735
3	0.6413514715
4	0.6306581239
5	0.6206686248
6	0.6084014421
7	0.6003274218
8	0.5921114181
9	0.5849521593
10	0.5772302694
11	0.5686526501
12	0.5529986054
13	0.5385971953
14	0.5253804328
15	0.5189196023
16	0.5121574844
17	0.5065460205
18	0.5010742423
19	0.4966332866
20	0.4862481489
21	0.4821095117
22	0.4775634825
23	0.4721806648
24	0.4684700101
25	0.4650798194
26	0.4617477476
27	0.4581808731
28	0.4549796793
29	0.4520332012
30	0.4490603885
31	0.4452977125
32	0.4430397652
33	0.4407825838
34	0.4383641836
35	0.435945312
36	0.4331125679
37	0.4309905947
38	0.4289004057
39	0.4225591122
40	0.4207487953
41	0.4188410637
42	0.4162562308
43	0.4146930591
44	0.4128982956
45	0.4109808727
46	0.4093927509
47	0.4080477092
48	0.406596563
49	0.4051540183
50	0.4038769343
51	0.402376742
52	0.4003494439
53	0.399229602
54	0.3980476939
55	0.3966978213
56	0.3956484408
57	0.39466039
58	0.393487702
59	0.3894865117
60	0.3885314824
61	0.3876181938
62	0.3865625094
63	0.3857501998
64	0.3822511062
65	0.3791144529
66	0.3782933946
67	0.3775410891
68	0.3767320198
69	0.3760539169
70	0.3753520126
71	0.3746412123
72	0.3738534699
73	0.3732412036
74	0.3726355063
75	0.3718226076
76	0.3693473256
77	0.3683837537
78	0.3678091926
79	0.3671545375
80	0.3665330217
81	0.3660579961
82	0.3655279447
83	0.3649683772
84	0.364529849
85	0.3639963511
86	0.363503828
87	0.3630160181
88	0.3625181927
89	0.3620413408
90	0.3615795121
91	0.3610571784
92	0.360640478
93	0.3599105599
94	0.3594888812
95	0.3590102914
96	0.3586398681
97	0.3581207452
98	0.3576764434
99	0.3573977202
100	0.3569621672
101	0.3565379257
102	0.3561101494
103	0.3556973667
104	0.3551838113
105	0.3548414311
106	0.3544572514
107	0.3539961885
108	0.3535319442
109	0.353280999
110	0.3529473971
111	0.3525450423
112	0.3521686097
113	0.3517618658
114	0.3514093819
115	0.3509827249
116	0.3506269713
117	0.3503796493
118	0.3500327622
119	0.3496984533
120	0.3493707723
121	0.3491137884
122	0.3487892298
123	0.3480223431
124	0.3461390315
125	0.3458600725
126	0.3455062336
127	0.3448348174
128	0.3444513741
129	0.3429010458
130	0.3414629491
131	0.3411986009
132	0.3409112761
133	0.34050465
134	0.3402106679
135	0.3398675514
136	0.3396133364
137	0.3393746748
138	0.3389949136
139	0.3386520621
140	0.3383410244
141	0.3380154937
142	0.3377746523
143	0.3374831741
144	0.3372910253
145	0.3370180461
146	0.336741974
147	0.3364590383
148	0.3362294201
149	0.3359860159
150	0.3357370737
151	0.335429453
152	0.3352459057
153	0.3350135479
154	0.3348358036
155	0.334685484
156	0.3344653509
157	0.334265337
158	0.334110805
159	0.3337654497
160	0.3335049898
161	0.3333257727
162	0.3331556873
163	0.3329388828
164	0.3327821415
165	0.3326449008
166	0.3324052376
167	0.3321984781
168	0.3319709218
169	0.3317955341
170	0.3315820878
171	0.331321952
172	0.3310985492
173	0.3308961787
174	0.3306743371
175	0.3304318461
176	0.3301951876
177	0.3299785599
178	0.3297705337
179	0.3296017444
180	0.3293302676
181	0.329082651
182	0.3289118586
183	0.3278988871
184	0.3277691874
185	0.3276293839
186	0.3275321165
187	0.3273581722
188	0.327220254
189	0.3270171766
190	0.3267928017
191	0.3266268697
192	0.3264908956
193	0.3262910585
194	0.3261365265
195	0.3259772518
196	0.3257249515
197	0.3255340399
198	0.3250839351
199	0.3248773229
200	0.3247403178
201	0.3245848431
202	0.3243921346
203	0.3241922386
204	0.3239825923
205	0.3237977488
206	0.3235508098
207	0.3232922941
208	0.323115787
209	0.322999019
210	0.32288664
211	0.3226645923
212	0.3224773628
213	0.322293138
214	0.3221352478
215	0.3219029489
216	0.3217458835
217	0.321594798
218	0.3214863368
219	0.3212871183
220	0.3208700055
221	0.3205988527
222	0.3203982497
223	0.320199473
224	0.3200230543
225	0.3197563495
226	0.31958703
227	0.3193396491
228	0.3192191989
229	0.3190688498
230	0.3188845955
231	0.3187068807
232	0.3185668121
233	0.3183944879
234	0.3182524162
235	0.3180204708
236	0.3177206562
237	0.3176155238
238	0.3174061425
239	0.3172472214
240	0.3169866142
241	0.316870671
242	0.3167334597
243	0.316585526
244	0.3164608046
245	0.3163236522
246	0.3161239329
247	0.3159763528
248	0.3158946976
249	0.315814044
250	0.3156559771
251	0.3155369703
252	0.3152141203
253	0.3150461263
254	0.3142946457
255	0.3140880923
256	0.3139133527
257	0.313708066
258	0.3134382977
259	0.3133068895
260	0.3131697666
261	0.3129706659
262	0.3128280934
263	0.3126279028
264	0.3124963768
265	0.312330975
266	0.3121717004
267	0.3120868344
268	0.3119479735
269	0.3118224862
270	0.3116668642
271	0.3115283274
272	0.3113325848
273	0.3111429104
274	0.3109388315
275	0.3108075705
276	0.3105584222
277	0.3104347612
278	0.3103374643
279	0.310194126
280	0.3100154096
281	0.3098978757
282	0.3097902983
283	0.3096880821
284	0.3094639134
285	0.3093395454
286	0.3091938505
287	0.3090260333
288	0.3088575974
289	0.308723921
290	0.3085189289
291	0.3084107034
292	0.3082667465
293	0.3081182531
294	0.3079604219
295	0.3078650692
296	0.3077973178
297	0.3075675522
298	0.3073701601
299	0.3072394883
300	0.3070769733
301	0.3069287157
302	0.3068225522
303	0.3067356537
304	0.3065730209
305	0.3063792225
306	0.3062351772
307	0.3060714545
308	0.3054522953
309	0.3052978516
310	0.3051137151
311	0.304988434
312	0.3048635947
313	0.3047068533
314	0.3045804528
315	0.3043970528
316	0.3042996086
317	0.3041763011
318	0.3040900801
319	0.3040128141
320	0.303910863
321	0.3038087351
322	0.303685192
323	0.3035315731
324	0.3034025214
325	0.3032782713
326	0.3031377608
327	0.3029867636
328	0.3028199185
329	0.3027120465
330	0.3025333891
331	0.3023286031
332	0.302231807
333	0.3020177421
334	0.3018926967
335	0.3017503598
336	0.3016122354
337	0.301369332
338	0.3012254339
339	0.301065305
340	0.3008772802
341	0.3006535534
342	0.3005636208
343	0.3004383396
344	0.3002768262
345	0.299955449
346	0.2997539623
347	0.2996101527
348	0.2995098217
349	0.2992821182
350	0.2991045506
351	0.2989632743
352	0.2988669789
353	0.2987551303
354	0.2986607496
355	0.2985056284
356	0.2983835581
357	0.2982139735
358	0.2980767917
359	0.297927444
360	0.2977903506
361	0.2976277473
362	0.2975103607
363	0.297365137
364	0.2971860672
365	0.2970765751
366	0.2969228384
367	0.2968196206
368	0.2966599336
369	0.29648649
370	0.296368691
371	0.2962261774
372	0.2961198667
373	0.2959918755
374	0.2958227327
375	0.295652824
376	0.2954026447
377	0.2952781294
378	0.295065773
379	0.2949383121
380	0.2946643903
381	0.2945159559
382	0.2943619246
383	0.2941855353
384	0.2940392218
385	0.2938463366
386	0.2936817007
387	0.2935704412
388	0.2934295772
389	0.2933022635
390	0.2931873513
391	0.2930304038
392	0.2929420913
393	0.2928190489
394	0.2926492581
395	0.2924365482
396	0.2923063477
397	0.2921092501
398	0.2919497987
399	0.2918417794
400	0.2917128162
401	0.291599907
402	0.2914845824
403	0.2913027436
404	0.2911658563
405	0.2909884655
406	0.2908887237
407	0.2907108322
408	0.2905767433
409	0.2904551738
410	0.2903441794
411	0.2901814582
412	0.2900284579
413	0.2899140465
414	0.2897691469
415	0.2896567091
416	0.2895151381
417	0.2893983701
418	0.2892114058
419	0.2890538985
420	0.288874917
421	0.2886405856
422	0.2884917388
423	0.2883558826
424	0.2882073303
425	0.2881028753
426	0.287964309
427	0.2878669533
428	0.287708091
429	0.2875190646
430	0.2873526319
431	0.2872402235
432	0.2871205687
433	0.2869822086
434	0.2868066147
435	0.2866534966
436	0.2865344309
437	0.2863988103
438	0.286285636
439	0.2861088933
440	0.285968648
441	0.2858320258
442	0.2856695993
443	0.2854570956
444	0.2853447167
445	0.2852228526
446	0.285120165
447	0.2849187372
448	0.2848137226
449	0.2847116537
450	0.2846043414
451	0.2845146739
452	0.2843383141
453	0.2841624551
454	0.2839981433
455	0.2838416965
456	0.2836967674
457	0.2834764282
458	0.2832211822
459	0.283030035
460	0.2828899958
461	0.2827599131
462	0.2826545745
463	0.2825166562
464	0.2823539351
465	0.2822539576
466	0.2821904186
467	0.2820223363
468	0.2818754631
469	0.2817497695
470	0.2816119102
471	0.2814623269
472	0.2813023158
473	0.2811516721
474	0.2810530497
475	0.2809289174
476	0.2807524987
477	0.280624478
478	0.280537609
479	0.2804336253
480	0.2803631639
481	0.2802755584
482	0.280140851
483	0.2799777764
484	0.2798830423
485	0.2797373179
486	0.2796352195
487	0.2794484613
488	0.2792884503
489	0.2791491181
490	0.278904948
491	0.2787758374
492	0.2786539439
493	0.2785608888
494	0.2784434433
495	0.2783315651
496	0.2782233397
497	0.278125866
498	0.2779573418
499	0.2778013075
500	0.2776430344
501	0.2775095052
502	0.2773890551
503	0.2772422997
504	0.2771038512
505	0.2770039326
506	0.2768666035
507	0.2767613827
508	0.2766709199
509	0.2765517658
510	0.2764341141
511	0.2763340482
512	0.2762281204
513	0.2760799216
514	0.275960149
515	0.2758274741
516	0.2757172456
517	0.275617327
518	0.2754741359
519	0.2752885561
520	0.2751542021
521	0.2750628261
522	0.2749375745
523	0.2748376559
524	0.2746699565
525	0.2745254104
526	0.274378007
527	0.2742888108
528	0.2741707761
529	0.2740822575
530	0.2739990411
531	0.2739130558
532	0.2737853297
533	0.2736887692
534	0.2735583626
535	0.2734027701
536	0.2733348125
537	0.2732492395
538	0.2730946191
539	0.2730098415
540	0.2728908347
541	0.2727099091
542	0.2726205951
543	0.2725173479
544	0.2724390509
545	0.2723454656
546	0.272267905
547	0.2721709321
548	0.2720152512
549	0.2718429565
550	0.2716800587
551	0.271568534
552	0.2714442839
553	0.2713283701
554	0.2712513986
555	0.271098958
556	0.2709714381
557	0.2708724622
558	0.2706741863
559	0.2705582725
560	0.2704585602
561	0.2703771407
562	0.2703079165
563	0.2702135359
564	0.2700895803
565	0.2699638867
566	0.2698296506
567	0.2696223314
568	0.269474221
569	0.2694113301
570	0.2693431368
571	0.269216265
572	0.2691164348
573	0.2690278572
574	0.2689062877
575	0.2688013614
576	0.2686838864
577	0.2685500922
578	0.2683558519
579	0.2682255336
580	0.2680983967
581	0.2680122641
582	0.2678665397
583	0.267751274
584	0.2676641398
585	0.2674673073
586	0.2673437052
587	0.2671630447
588	0.2670613587
589	0.2669547828
590	0.2668240227
591	0.2667323521
592	0.2666762068
593	0.2665540482
594	0.2664724814
595	0.266371797
596	0.266292086
597	0.2661854512
598	0.2660645592
599	0.2659880296
600	0.2658993636
601	0.2658188279
602	0.2657108086
603	0.2656164574
604	0.2655032243
605	0.2654022452
606	0.2652247955
607	0.2651293839
608	0.264976472
609	0.2649201794
610	0.264797196
611	0.264672504
612	0.2645203579
613	0.2644126627
614	0.2643315967
615	0.264220779
616	0.2641378867
617	0.2639901887
618	0.2638727137
619	0.2637692013
620	0.2636273947
621	0.2635549302
622	0.2633962153
623	0.2632841604
624	0.2631711923
625	0.2630492693
626	0.2629619584
627	0.2628245998
628	0.2626838242
629	0.2625705321
630	0.262446282
631	0.2622450309
632	0.2621308551
633	0.2620211863
634	0.2619539946
635	0.2618591426
636	0.2617264089
637	0.2616274329
638	0.2615398274
639	0.2614393787
640	0.26135466
641	0.2612085527
642	0.2611250417
643	0.2610070659
644	0.260903642
645	0.2607991281
646	0.2606986499
647	0.2605849748
648	0.2604755711
649	0.2604000136
650	0.2603219522
651	0.2602721697
652	0.2601331321
653	0.2600248182
654	0.2599445181
655	0.2598727311
656	0.2597322206
657	0.2596061441
658	0.2594910257
659	0.2594028605
660	0.259330072
661	0.2592353379
662	0.2591279667
663	0.2589888996
664	0.2588918089
665	0.2587961322
666	0.258710029
667	0.2586107291
